,Name,Season,Team,WAR
6642,Charlie Gould,1871,BSN,1.2
6643,Nick Goulish,1944,PHI,0.0
6644,Claude Gouzzie,1903,SLB,0.0
6645,Hank Gowdy,1910,NYG,16.8
6646,Larry Gowell,1972,NYY,0.4
6647,Mauro Gozzo,1989,TOR,0.9000000000000001
6648,Billy Grabarkewitz,1969,LAD,5.699999999999999
6649,Al Grabowski,1929,STL,2.7
6650,Earl Grace,1929,CHC,6.0
6651,Joe Grace,1938,SLB,3.1
6652,Mike Grace,1978,CIN,0.0
6653,Mike Grace,1995,PHI,2.4000000000000004
6654,John Grady,1884,ALT,0.1
6655,Mike Grady,1894,PHI,20.0
6656,Fred Graf,1913,SLB,0.2
6657,Louis Graff,1890,SYR,0.1
6658,Bernie Graham,1884,- - -,0.6
6659,Bill Grahame,1908,SLB,1.2000000000000002
6660,Bill Graham,1966,DET,0.1
6661,Charlie Graham,1906,BOS,0.3
6662,Dan Graham,1979,MIN,0.7999999999999999
6663,Jack Graham,1946,- - -,0.2
6664,Oscar Graham,1907,WAS,0.5
6665,Peaches Graham,1902,CLE,3.4000000000000004
6666,Skinny Graham,1924,BSN,0.40000000000000013
6667,Joe Grahe,1990,CAL,3.5
6668,Tommy Gramly,1968,CLE,0.0
6669,Alex Grammas,1954,STL,5.6000000000000005
6670,Hank Grampp,1927,CHC,0.0
6671,Jack Graney,1908,CLE,13.3
6672,Wayne Granger,1968,STL,0.10000000000000009
6673,Eddie Grant,1905,CLE,7.200000000000001
6674,George Grantham,1922,CHC,34.89999999999999
6675,Jimmy Grant,1942,CHW,1.4
6676,Mark Grant,1984,SFG,1.8
6677,Mudcat Grant,1958,CLE,14.6
6678,Mark Grater,1991,STL,0.1
6679,Chummy Gray,1899,PIT,0.2
6680,Dick Gray,1958,LAD,0.7000000000000001
6681,Dolly Gray,1909,WAS,2.8
6682,Dolly Gray,1924,PHA,26.300000000000004
6683,Jeff Gray,1988,CIN,1.9
6684,Ted Gray,1946,DET,9.699999999999998
6685,Eli Grba,1959,NYY,2.5000000000000004
6686,John Greason,1873,WSN,0.4
6687,Craig Grebeck,1990,CHW,9.2
6688,Bill Greenwood,1882,PHA,4.6
6689,Bob Greenwood,1954,PHI,0.09999999999999998
6690,Chris Green,1984,PIT,0.1
6691,Danny Green,1898,CHI,23.200000000000003
6692,Dallas Green,1960,PHI,3.0000000000000004
6693,David Green,1981,STL,4.2
6694,Dick Green,1963,KCA,16.399999999999995
6695,Fred Green,1959,PIT,0.2999999999999998
6696,Gene Green,1957,STL,2.400000000000001
6697,Hank Greenberg,1930,DET,61.1
6698,Jim Green,1884,WST,0.0
6699,Jim Greengrass,1952,CIN,4.2
6700,Joe Green,1924,PHA,0.0
6701,June Greene,1928,PHI,0.0
6702,Kent Greenfield,1924,NYG,2.9999999999999996
6703,Lenny Green,1957,BAL,9.800000000000002
6704,Mike Greenwell,1985,BOS,25.8
6705,Pumpsie Green,1959,BOS,2.2
6706,Steve Green,2001,ANA,0.1
6707,Tommy Greene,1989,ATL,9.3
6708,Tyler Green,1993,PHI,1.9
6709,Willie Greene,1992,CIN,4.3999999999999995
6710,Dave Gregg,1913,CLE,0.0
6711,Hal Gregg,1943,BRO,7.600000000000002
6712,Vean Gregg,1911,CLE,14.7
6713,Frank Gregory,1912,CIN,0.1
6714,Howie Gregory,1911,SLB,0.0
6715,Bill Greif,1971,HOU,1.1
6716,Ed Gremminger,1895,CLE,4.7
6717,Reddy Grey,1903,PIT,0.0
6718,Bobby Grich,1970,BAL,69.10000000000001
6719,Tim Griesenbeck,1920,STL,0.0
6720,Tom Grieve,1970,WAS,1.9999999999999996
6721,Bert Griffith,1922,BRO,0.4
6722,Clark Griffith,1891,- - -,48.60000000000001
6723,Doug Griffin,1970,CAL,0.19999999999999973
6724,Hank Griffin,1911,BSN,0.30000000000000004
6725,Ken Griffey,1973,CIN,32.199999999999996
6726,Marty Griffin,1928,BOS,0.4
6727,Mike Griffin,1887,BAL,45.300000000000004
6728,Mike Griffin,1979,NYY,1.5
6729,Pug Griffin,1917,PHA,0.0
6730,Sandy Griffin,1884,NYG,1.4000000000000001
6731,Tommy Griffith,1913,BSN,9.6
6732,Tom Griffin,1969,HOU,6.800000000000001
6733,Art Griggs,1909,SLB,4.1
6734,Denver Grigsby,1923,CHC,0.5999999999999999
6735,Bob Grim,1954,NYY,8.100000000000001
6736,Burleigh Grimes,1916,PIT,57.900000000000006
6737,John Grimes,1897,STL,0.1
6738,Oscar Grimes,1938,CLE,7.000000000000001
6739,Ray Grimes,1920,BOS,11.100000000000001
6740,John Grim,1888,PHI,3.6
6741,Charlie Grimm,1916,PHA,15.8
6742,Myron Grimshaw,1905,BOS,2.1
6743,Ross Grimsley,1971,CIN,11.400000000000002
6744,Dan Griner,1912,STL,6.0
6745,Lee Grissom,1934,CIN,6.6000000000000005
6746,Marv Grissom,1946,NYG,6.399999999999999
6747,Dick Groat,1952,PIT,33.0
6748,Heinie Groh,1912,NYG,50.599999999999994
6749,Steve Gromek,1941,CLE,20.099999999999998
6750,Bob Groom,1909,WAS,20.7
6751,Howdy Groskloss,1930,PIT,0.10000000000000003
6752,Don Gross,1955,CIN,4.0
6753,Emil Gross,1879,PRO,6.9
6754,Greg Gross,1973,HOU,13.0
6755,Kevin Gross,1983,PHI,29.2
6756,Kip Gross,1990,CIN,0.30000000000000004
6757,Wayne Gross,1976,OAK,14.000000000000002
6758,Jerry Grote,1963,HOU,16.1
6759,Jeff Grotewold,1992,PHI,0.30000000000000004
6760,Johnny Groth,1946,DET,9.500000000000002
6761,Charlie Grover,1913,DET,0.0
6762,Lefty Grove,1925,PHA,84.3
6763,Orval Grove,1940,CHW,7.6
6764,Harvey Grubb,1912,CLE,0.0
6765,Johnny Grubb,1972,SDP,16.4
6766,Tom Grubbs,1920,NYG,0.1
6767,Henry Gruber,1887,DET,9.1
6768,Kelly Gruber,1984,TOR,14.7
6769,Ken Grundt,1996,BOS,0.0
6770,Sig Gryska,1938,SLB,0.19999999999999998
6771,Mike Grzanich,1998,HOU,0.0
6772,Joe Grzenda,1961,DET,1.4
6773,Cecilio Guante,1982,PIT,1.9000000000000001
6774,Creighton Gubanich,1999,BOS,0.2
6775,Mark Gubicza,1984,KCR,38.6
6776,Marv Gudat,1929,CIN,0.4
6777,Pedro Guerrero,1978,LAD,36.49999999999999
6778,Lee Guetterman,1984,SEA,3.9999999999999996
6779,Ron Guidry,1975,NYY,49.3
6780,Ozzie Guillen,1985,CHW,12.9
6781,Don Gullett,1970,CIN,18.799999999999997
6782,Bill Gullickson,1979,MON,29.000000000000004
6783,Glenn Gulliver,1982,BAL,0.8
6784,Ad Gumbert,1888,CHI,23.5
6785,Billy Gumbert,1890,PIT,0.5000000000000001
6786,Harry Gumbert,1935,NYG,19.699999999999996
6787,Dave Gumpert,1982,DET,0.8
6788,Randy Gumpert,1936,PHA,8.700000000000001
6789,Red Gunkel,1916,CLE,0.0
6790,Larry Gura,1970,CHC,16.800000000000004
6791,Frankie Gustine,1939,PIT,7.700000000000001
6792,Bucky Guth,1972,MIN,0.0
6793,Charlie Guth,1880,CHI,0.2
6794,Don Gutteridge,1936,STL,2.1000000000000005
6795,Domingo Guzman,1999,SDP,0.0
6796,Geraldo Guzman,2000,ARI,0.6
6797,Jose Guzman,1985,TEX,15.999999999999998
6798,Johnny Guzman,1991,OAK,0.1
6799,Juan Guzman,1991,TOR,26.200000000000003
6800,Santiago Guzman,1969,STL,0.20000000000000004
6801,Tony Gwynn,1982,SDP,65.0
6802,Bert Haas,1937,BRO,4.5
6803,Moose Haas,1976,MIL,22.800000000000004
6804,Mule Haas,1925,PIT,11.799999999999999
6805,John Habyan,1985,BAL,6.2
6806,Walter Hackett,1884,BSU,1.2999999999999998
6807,Warren Hacker,1948,CHC,10.600000000000001
6808,Stan Hack,1932,CHC,56.0
6809,Harvey Haddix,1952,STL,42.599999999999994
6810,George Haddock,1888,WAS,12.600000000000001
6811,Bump Hadley,1926,WAS,28.0
6812,Mickey Haefner,1943,WAS,14.499999999999998
6813,Chick Hafey,1924,STL,32.6
6814,Leo Hafford,1906,CIN,0.0
6815,Art Hagan,1883,- - -,0.5
6816,Casey Hageman,1911,BOS,0.9
6817,Kevin Hagen,1983,STL,0.4
6818,Rip Hagerman,1909,CHC,1.4
6819,Bill Hague,1875,STL,2.0
6820,Joe Hague,1968,STL,2.8999999999999995
6821,Ed Hahn,1905,NYH,6.1000000000000005
6822,Fred Hahn,1952,STL,0.0
6823,Noodles Hahn,1899,CIN,38.8
6824,Hal Haid,1919,SLB,0.7999999999999998
6825,Ed Haigh,1892,STL,0.0
6826,Jesse Haines,1918,CIN,32.2
6827,Jerry Hairston,1973,CHW,5.699999999999999
6828,Johnny Hairston,1969,CHC,0.0
6829,Sammy Hairston,1951,CHW,0.1
6830,Chet Hajduk,1941,CHW,0.0
6831,Dave Hajek,1995,HOU,0.2
6832,Chip Hale,1989,MIN,0.9000000000000001
6833,Dad Hale,1902,- - -,0.09999999999999998
6834,John Hale,1974,LAD,0.4000000000000001
6835,Odell Hale,1931,CLE,15.6
6836,Sammy Hale,1920,DET,11.6
6837,Ray Haley,1915,BOS,0.4
6838,Ed Halicki,1974,SFG,15.899999999999999
6839,Bill Hallahan,1925,STL,20.4
6840,John Halla,1905,CLE,0.1
6841,Al Hall,1879,TRO,0.19999999999999998
6842,Bert Hall,1911,PHI,0.0
6843,Bill Hall,1954,PIT,0.1
6844,Bob Hall,1949,BSN,0.8
6845,Charley Hall,1906,CIN,4.3
6846,Darren Hall,1994,TOR,0.8
6847,Dick Hall,1952,PIT,13.200000000000001
6848,Jack Hallett,1940,CHW,5.0
6849,Tom Haller,1961,SFG,30.099999999999998
6850,George Hall,1871,WSO,10.700000000000001
6851,Jimmy Hallinan,1871,FTW,0.6000000000000002
6852,Jocko Halligan,1890,BUF,2.1
6853,Newt Halliday,1916,PIT,0.0
6854,Irv Hall,1943,PHA,1.1
6855,Jimmie Hall,1963,MIN,13.899999999999999
6856,Joe Hall,1994,CHW,0.3
6857,Marc Hall,1910,SLB,0.7999999999999999
6858,Bill Hallman,1888,PHI,8.3
6859,Bill Hallman,1901,MIL,0.30000000000000004
6860,Mel Hall,1981,CHC,7.2
6861,Tom Hall,1968,MIN,8.799999999999999
6862,Al Halt,1914,BKF,1.0
6863,Doc Hamann,1922,CLE,0.0
6864,Charlie Hamburg,1890,LOU,2.5
6865,Bob Hamelin,1993,KCR,2.499999999999999
6866,Billy Hamilton,1888,KCC,70.2
6867,Dave Hamilton,1972,OAK,3.1
6868,Darryl Hamilton,1988,MIL,14.1
6869,Earl Hamilton,1911,SLB,19.0
6870,Jeff Hamilton,1986,LAD,0.29999999999999993
6871,Steve Hamilton,1961,CLE,7.4
6872,Luke Hamlin,1933,DET,16.799999999999997
6873,Atlee Hammaker,1981,KCR,12.500000000000002
6874,Granny Hamner,1944,PHI,15.300000000000002
6875,Ralph Hamner,1946,CHW,0.1999999999999999
6876,Ike Hampton,1974,NYM,0.0
6877,Ryan Hancock,1996,CAL,0.30000000000000004
6878,Jim Handiboe,1886,PIT,1.1
6879,Lee Handley,1936,CIN,5.8
6880,Rich Hand,1970,CLE,1.0000000000000002
6881,Bill Hands,1965,SFG,28.900000000000002
6882,Fred Haney,1922,DET,7.5
6883,Charlie Hanford,1914,BUF,4.9
6884,Don Hankins,1927,DET,0.19999999999999998
6885,Frank Hankinson,1878,CHI,10.5
6886,Ned Hanlon,1880,CLE,19.3
6887,Preston Hanna,1975,ATL,1.6
6888,Truck Hannah,1918,NYY,1.9
6889,Jack Hannifin,1906,- - -,0.8999999999999999
6890,Pat Hannifan,1897,BRO,0.0
6891,Andy Hansen,1944,NYG,0.39999999999999986
6892,Doug Hansen,1951,CLE,0.0
6893,Roy Hansen,1918,WAS,0.0
6894,Ron Hansen,1958,BAL,26.900000000000002
6895,Snipe Hansen,1930,PHI,5.199999999999999
6896,Erik Hanson,1988,SEA,31.1
6897,Harry Hanson,1913,NYY,0.0
6898,Ed Hanyzewski,1942,CHC,0.8999999999999999
6899,Bill Harbidge,1875,HAR,2.8000000000000003
6900,Mel Harder,1928,CLE,44.2
6901,Pat Hardgrove,1918,CHW,0.0
6902,Charlie Harding,1913,DET,0.0
6903,Jim Hardin,1967,BAL,7.5
6904,Alex Hardy,1902,CHI,0.30000000000000004
6905,Red Hardy,1951,NYG,0.0
6906,Steve Hargan,1965,CLE,15.999999999999998
6907,Alan Hargesheimer,1980,SFG,1.0
6908,Gary Hargis,1979,PIT,0.0
6909,Bubbles Hargrave,1913,CHC,19.299999999999997
6910,Charlie Hargreaves,1923,BRO,0.19999999999999996
6911,Mike Hargrove,1974,TEX,30.999999999999996
6912,Pinky Hargrave,1923,WAS,6.9
6913,Mike Harkey,1988,CHC,5.1
6914,John Harkins,1884,CLE,10.3
6915,Spec Harkness,1910,CLE,1.4
6916,Tim Harkness,1961,LAD,1.5
6917,Larry Harlow,1975,BAL,1.7999999999999998
6918,Bob Harmon,1909,STL,13.999999999999998
6919,Terry Harmon,1969,PHI,1.0000000000000002
6920,Pete Harnisch,1988,BAL,19.5
6921,Bill Harper,1911,SLB,0.0
6922,Brian Harper,1979,CAL,12.599999999999998
6923,George Harper,1894,PHI,0.5
6924,George Harper,1916,DET,18.900000000000002
6925,Harry Harper,1913,WAS,7.2
6926,Jack Harper,1899,CLE,11.700000000000001
6927,Jack Harper,1915,PHA,0.1
6928,Terry Harper,1980,ATL,0.30000000000000016
6929,Tommy Harper,1962,CIN,22.900000000000002
6930,Toby Harrah,1969,WAS,45.900000000000006
6931,Billy Harrell,1955,CLE,0.49999999999999994
6932,Bud Harrelson,1965,NYM,19.2
6933,John Harrell,1969,SFG,0.2
6934,Ken Harrelson,1963,KCA,7.499999999999999
6935,Slim Harrell,1912,PHA,0.0
6936,Andy Harrington,1913,CIN,0.0
6937,Andy Harrington,1925,DET,0.0
6938,Ben Harrison,1901,WAS,0.0
6939,Ben Harris,1914,KCP,0.4
6940,Bill Harris,1923,CIN,5.3
6941,Bill Harris,1957,BRO,0.0
6942,Billy Harris,1968,CLE,0.4
6943,Bob Harris,1938,DET,4.6000000000000005
6944,Bucky Harris,1919,WAS,13.500000000000002
6945,Candy Harris,1967,HOU,0.0
6946,Charlie Harris,1899,BAL,0.1
6947,Dave Harris,1925,BSN,6.4
6948,Denny Harriger,1998,DET,0.0
6949,Earl Harrist,1945,CIN,1.1
6950,Frank Harris,1884,ALT,0.2
6951,Gail Harris,1955,NYG,0.30000000000000004
6952,Gene Harris,1989,- - -,0.0
6953,Greg Harris,1981,NYM,13.1
6954,Greg Harris,1988,SDP,8.7
6955,Joe Harris,1905,BOS,2.6
6956,Joe Harris,1914,NYY,25.0
6957,John Harris,1979,CAL,0.30000000000000004
6958,Lum Harris,1941,PHA,4.6000000000000005
6959,Mickey Harris,1940,BOS,13.499999999999998
6960,Ned Harris,1941,DET,1.7
6961,Pep Harris,1996,CAL,0.7
6962,Rit Harrison,1875,NHE,0.0
6963,Roric Harrison,1972,BAL,5.8
6964,Slim Harriss,1920,PHA,17.0
6965,Tom Harrison,1965,KCA,0.0
6966,Jack Harshman,1948,NYG,18.400000000000002
6967,Oscar Harstad,1915,CLE,0.6
6968,Bill Hart,1886,PHA,7.800000000000001
6969,Billy Hart,1890,STL,2.5999999999999996
6970,Burt Hart,1901,BAL,0.3
6971,Bruce Hartford,1914,CLE,0.1
6972,Chris Hartje,1939,BRO,0.1
6973,Jim Ray Hart,1963,SFG,24.4
6974,Grover Hartley,1911,NYG,4.500000000000001
6975,Mike Hartley,1989,LAD,0.6
6976,Bob Hartman,1959,MIL,0.19999999999999998
6977,Charlie Hartman,1908,BOS,0.0
6978,Fred Hartman,1894,PIT,6.8999999999999995
6979,Gabby Hartnett,1922,CHC,53.599999999999994
6980,Ray Hartranft,1913,PHI,0.0
6981,Greg Harts,1973,NYM,0.0
6982,Roy Hartsfield,1950,BSN,0.6
6983,Topsy Hartsel,1898,LOU,33.5
6984,Clint Hartung,1947,NYG,0.20000000000000018
6985,Paul Hartzell,1976,CAL,7.2
6986,Roy Hartzell,1906,SLB,10.8
6987,Bryan Harvey,1987,CAL,10.4
6988,Zaza Harvey,1900,CHI,1.9
6989,Ziggy Hasbrook,1916,CHW,0.0
6990,Buddy Hassett,1936,BRO,7.8999999999999995
6991,Ron Hassey,1978,CLE,16.9
6992,Andy Hassler,1971,CAL,8.8
6993,Gene Hasson,1937,PHA,0.4
6994,Charlie Hastings,1893,CLE,3.7
6995,Scott Hastings,1871,ROC,1.1
6996,Bob Hasty,1919,PHA,6.2
6997,Billy Hatcher,1984,CHC,3.3000000000000003
6998,Mickey Hatcher,1979,LAD,2.6
6999,Fred Hatfield,1950,BOS,4.1000000000000005
7000,Gil Hatfield,1885,BUF,0.9999999999999998
7001,John Hatfield,1871,NYM,5.000000000000001
7002,Joe Hatten,1946,BRO,9.2
7003,Grady Hatton,1946,CIN,15.8
7004,Arnold Hauser,1910,STL,1.3999999999999997
7005,Joe Hauser,1922,PHA,11.499999999999998
7006,Clem Hausmann,1944,BOS,0.2
7007,George Hausmann,1944,NYG,3.2
7008,Tom Hausman,1975,MIL,1.3
7009,Charlie Hautz,1875,SLR,0.5
7010,Brad Havens,1981,MIN,2.1999999999999997
7011,Ryan Hawblitzel,1996,COL,0.0
7012,Bill Hawes,1879,BSN,0.8
7013,Bill Hawke,1892,STL,6.2
7014,Ed Hawk,1911,SLB,0.19999999999999998
7015,Thorny Hawkes,1879,TRO,0.4
7016,Andy Hawkins,1982,SDP,7.000000000000001
7017,Chicken Hawks,1921,NYY,0.7
7018,Pink Hawley,1892,STL,35.50000000000001
7019,Howie Haworth,1915,CLE,0.0
7020,Hal Haydel,1970,MIN,0.1
7021,Lefty Hayden,1958,CIN,0.1
7022,Bill Hayes,1980,CHC,0.1
7023,Charlie Hayes,1988,SFG,12.1
7024,Frankie Hayes,1933,PHA,19.2
7025,Jackie Hayes,1882,WOR,0.8000000000000004
7026,Jackie Hayes,1927,WAS,4.800000000000002
7027,Jim Hayes,1935,WAS,0.1
7028,Von Hayes,1981,CLE,28.0
7029,Heath Haynes,1994,MON,0.0
7030,Joe Haynes,1939,WAS,10.899999999999999
7031,Ray Hayward,1986,SDP,0.10000000000000003
7032,Ray Hayworth,1926,DET,1.5999999999999996
7033,Bob Hazle,1955,CIN,1.7
7034,Ed Head,1940,BRO,5.6
7035,Fran Healy,1969,KCR,7.0
7036,John Healy,1885,STL,18.9
7037,Thomas Healy,1915,PHA,0.0
7038,Bunny Hearn,1910,STL,2.8000000000000003
7039,Bunny Hearn,1926,BSN,0.4
7040,Ed Hearn,1910,BOS,0.0
7041,Ed Hearn,1986,NYM,0.4000000000000001
7042,Hughie Hearne,1901,BRO,1.4000000000000001
7043,Jim Hearn,1947,STL,15.899999999999999
7044,Bill Heath,1965,CHW,0.5000000000000001
7045,Cliff Heathcote,1918,STL,12.799999999999999
7046,Jeff Heath,1936,CLE,39.300000000000004
7047,Kelly Heath,1982,KCR,0.0
7048,Mike Heath,1978,NYY,11.899999999999999
7049,Mike Heathcott,1998,CHW,0.1
7050,Tommy Heath,1935,SLB,0.2
7051,Neal Heaton,1982,CLE,9.2
7052,Dave Heaverlo,1975,SFG,2.3
7053,Wally Hebert,1931,SLB,6.1000000000000005
7054,Richie Hebner,1968,PIT,35.699999999999996
7055,Guy Hecker,1882,LOU,45.3
7056,Harry Hedgpeth,1913,WAS,0.0
7057,Mike Hedlund,1965,CLE,3.1
7058,Danny Heep,1979,HOU,2.5999999999999996
7059,Bob Heffner,1963,BOS,3.1999999999999997
7060,Bronson Heflin,1996,PHI,0.0
7061,Randy Heflin,1945,BOS,0.19999999999999996
7062,Jim Hegan,1941,CLE,8.5
7063,Mike Hegan,1964,NYY,7.000000000000001
7064,Jake Hehl,1918,BRO,0.0
7065,Emmet Heidrick,1898,CLE,16.5
7066,Frank Heifer,1875,BSN,0.2
7067,Harry Heilmann,1914,DET,68.80000000000001
7068,Fred Heimach,1920,PHA,13.0
7069,Gorman Heimueller,1983,OAK,0.49999999999999994
7070,Bud Heine,1921,NYG,0.0
7071,Don Heinkel,1988,DET,0.5
7072,Ken Heintzelman,1937,PIT,10.7
7073,Tom Heintzelman,1973,STL,0.7000000000000001
7074,Bob Heise,1967,NYM,0.09999999999999987
7075,Crese Heismann,1901,CIN,0.0
7076,Al Heist,1960,CHC,1.1
7077,Harry Heitmann,1918,BRO,0.0
7078,Heinie Heitmuller,1909,PHA,1.8
7079,Mel Held,1956,BAL,0.0
7080,Woodie Held,1954,NYY,23.300000000000004
7081,Ty Helfrich,1915,BKF,0.2
7082,,1875,BKA,0.0
7083,Horace Helmbold,1890,PHA,0.0
7084,Tommy Helms,1964,CIN,8.099999999999998
7085,Russ Heman,1961,- - -,0.0
7086,Ed Hemingway,1914,SLB,0.09999999999999998
7087,George Hemming,1890,- - -,10.700000000000001
7088,Scott Hemond,1989,OAK,0.8999999999999999
7089,Charlie Hemphill,1899,- - -,15.799999999999999
7090,Rollie Hemsley,1928,PIT,3.6
7091,Solly Hemus,1949,STL,23.9
7092,Bernie Henderson,1921,CLE,0.1
7093,Dave Henderson,1981,SEA,26.3
7094,Hardie Henderson,1883,- - -,18.6
7095,Ken Henderson,1965,SFG,17.8
7096,Steve Henderson,1977,NYM,10.1
7097,Bob Hendley,1961,MIL,3.3000000000000003
7098,Claude Hendrix,1911,PIT,35.8
7099,Ed Hendricks,1910,NYG,0.0
7100,Ellie Hendricks,1968,BAL,8.0
7101,George Hendrick,1971,OAK,28.299999999999997
7102,Harvey Hendrick,1923,NYY,13.2
7103,Tim Hendryx,1911,CLE,6.0
7104,Lafayette Henion,1919,BRO,0.0
7105,Tom Henke,1982,TEX,20.5
7106,Bob Henley,1998,MON,1.2
7107,Gail Henley,1954,PIT,0.0
7108,Weldon Henley,1903,PHA,4.8
7109,Butch Henline,1921,- - -,8.700000000000001
7110,Mike Henneman,1987,DET,11.200000000000001
7111,Pete Henning,1914,KCP,0.9000000000000001
7112,Randy Hennis,1990,HOU,0.1
7113,Rick Henninger,1973,TEX,0.1
7114,Olaf Henriksen,1911,BOS,1.8
7115,Tommy Henrich,1937,NYY,38.6
7116,Bill Henry,1952,BOS,8.899999999999999
7117,Bill Henry,1966,NYY,0.0
7118,Butch Henry,1992,HOU,7.3
7119,Dutch Henry,1921,SLB,4.8999999999999995
7120,Earl Henry,1944,CLE,0.2
7121,George Henry,1893,CIN,0.4
7122,John Henry,1884,CLE,0.7
7123,John Henry,1910,WAS,2.3000000000000003
7124,Roy Henshaw,1933,CHC,4.1
7125,Ernie Herbert,1913,CIN,0.39999999999999997
7126,Fred Herbert,1915,NYG,0.2
7127,Ray Herbert,1950,DET,26.7
7128,Ron Herbel,1963,SFG,1.4000000000000004
7129,Gil Heredia,1991,SFG,12.500000000000002
7130,Ubaldo Heredia,1987,MON,0.0
7131,Art Herman,1896,LOU,0.2
7132,Babe Herman,1926,BRO,42.900000000000006
7133,Billy Herman,1931,CHC,55.09999999999999
7134,Gene Hermanski,1943,BRO,9.600000000000001
7135,Carlos Hernandez,1990,LAD,1.3
7136,Chico Hernandez,1942,CHC,0.1
7137,Enzo Hernandez,1971,SDP,0.30000000000000004
7138,Evelio Hernandez,1956,WAS,0.4
7139,Fernando Hernandez,1997,DET,0.0
7140,Jeremy Hernandez,1991,SDP,0.3
7141,Keith Hernandez,1974,STL,59.4
7142,Manny Hernandez,1986,HOU,0.2
7143,Ramon Hernandez,1967,ATL,3.4000000000000004
7144,Rudy Hernandez,1960,WAS,0.30000000000000004
7145,Toby Hernandez,1984,TOR,0.0
7146,Willie Hernandez,1977,CHC,11.000000000000002
7147,Xavier Hernandez,1989,TOR,3.4
7148,Larry Herndon,1974,STL,17.3
7149,Ed Herr,1887,CLE,0.8
7150,Mike Herrera,1925,BOS,0.0
7151,Pancho Herrera,1958,PHI,3.2
7152,Art Herring,1929,DET,4.000000000000001
7153,Herb Herring,1912,WAS,0.0
7154,Lefty Herring,1899,WAS,0.0
7155,Ed Herrmann,1967,CHW,7.5
7156,Marty Herrmann,1918,BRO,0.0
7157,Tom Herr,1979,STL,22.8
7158,Frank Hershey,1905,BSN,0.0
7159,Mike Hershberger,1961,CHW,2.2
7160,Orel Hershiser,1983,LAD,52.5
7161,Willard Hershberger,1938,CIN,2.1
7162,Buck Herzog,1908,NYG,28.599999999999998
7163,Whitey Herzog,1956,WAS,2.5
7164,Joe Hesketh,1984,MON,11.9
7165,Otto Hess,1902,CLE,12.1
7166,Tom Hess,1892,BAL,0.0
7167,Larry Hesterfer,1901,NYG,0.0
7168,Johnny Hetki,1945,CIN,3.5
7169,Eric Hetzel,1989,BOS,0.1
7170,Ed Heusser,1935,STL,9.9
7171,Joe Heving,1930,NYG,5.4
7172,Jake Hewitt,1895,PIT,0.1
7173,Greg Heydeman,1973,LAD,0.0
7174,Jack Hiatt,1964,LAA,8.6
7175,Greg Hibbard,1989,CHW,10.4
7176,Bryan Hickerson,1991,SFG,1.7000000000000002
7177,Mike Hickey,1899,BSN,0.0
7178,Charlie Hickman,1897,BSN,21.599999999999998
7179,Jim Hickman,1962,NYM,12.799999999999999
7180,Nat Hicks,1872,NYM,2.6
7181,Kirby Higbe,1937,CHC,15.299999999999999
7182,Mahlon Higbee,1922,NYG,0.1
7183,Bill Higdon,1949,CHW,0.2
7184,Bill Higgins,1888,BSN,0.39999999999999997
7185,Dennis Higgins,1966,CHW,0.2
7186,Irv Higginbotham,1906,STL,1.9
7187,Pinky Higgins,1930,PHA,27.599999999999998
7188,Dick Higham,1871,NYM,6.0
7189,Andy High,1922,BRO,11.9
7190,Ed High,1901,DET,0.1
7191,Hugh High,1913,DET,4.2
7192,Teddy Higuera,1985,MIL,26.8
7193,,1902,CHI,0.0
7194,George Hildebrand,1902,BRO,0.1
7195,Oral Hildebrand,1931,CLE,14.0
7196,Tom Hilgendorf,1969,STL,0.9
7197,Belden Hill,1890,BAL,0.0
7198,Bill Hill,1896,LOU,4.9
7199,Carmen Hill,1915,PIT,8.3
7200,Donnie Hill,1983,OAK,3.8000000000000007
7201,Chuck Hiller,1961,SFG,0.8000000000000003
7202,Ed Hilley,1903,PHA,0.0
7203,Frank Hiller,1946,NYY,4.1
7204,Homer Hillebrand,1905,PIT,1.3
7205,John Hiller,1965,DET,14.700000000000001
7206,Shawn Hillegas,1987,LAD,1.5999999999999999
7207,Glenallen Hill,1989,TOR,10.600000000000001
7208,Hugh Hill,1903,CLE,0.1
7209,Mack Hillis,1924,NYY,0.2
7210,Jesse Hill,1935,NYY,2.7
7211,Ken Hill,1988,STL,25.0
7212,Marc Hill,1973,STL,4.5
7213,Dave Hillman,1955,CHC,5.0
7214,Eric Hillman,1992,NYM,1.1
7215,Milt Hill,1991,CIN,0.39999999999999997
7216,Oliver Hill,1939,BSN,0.1
7217,Red Hill,1917,PHA,0.0
7218,Pat Hilly,1914,PHI,0.0
7219,Charlie Hilsey,1883,PHI,0.30000000000000004
7220,Howard Hilton,1990,STL,0.0
7221,Jack Himes,1905,STL,0.0
7222,Bill Hinchman,1905,CIN,15.4
7223,Harry Hinchman,1907,CLE,0.4
7224,Sam Hinds,1977,MIL,0.1
7225,Hunkey Hines,1895,BRO,0.0
7226,Paul Hines,1872,WSN,43.99999999999999
7227,George Hinshaw,1982,SDP,0.2
7228,Jerry Hinsley,1964,NYM,0.3
7229,Paul Hinson,1928,BOS,0.0
7230,Chuck Hinton,1961,WAS,14.6
7231,Rich Hinton,1971,CHW,1.4000000000000001
7232,Herb Hippauf,1966,ATL,0.0
7233,Larry Hisle,1968,PHI,23.100000000000005
7234,Harley Hisner,1951,BOS,0.1
