"Name","Team","WAR","playerid"
"Michael Tonkin","MIN","0.0","10315"
"Tyler Glasnow","- - -","4.0","14374"
"Ravelo Manzanillo","- - -","-0.6","1008092"
"Al Maul","- - -","12.5","1008273"
"Josh Outman","- - -","2.9","4004"
"Harry McNeal","CLE","0.0","1008664"
"Ownie Carroll","- - -","8.8","1002003"
"Mike Bacsik","- - -","0.0","1000402"
"Vic Sorrell","DET","17.7","1012283"
"Lloyd Hittle","WAS","2.1","1005863"
"Lou North","- - -","0.3","1009642"
"Jorge Julio","- - -","0.9","148"
"Roger Denzer","- - -","1.5","1003215"
"Tony Pena","- - -","2.6","4573"
"Justin Miller","- - -","0.4","8580"
"Clyde Goodwin","WAS","-0.1","1004862"
"Lefty Scott","PHI","0.0","1011688"
"Mike Jones","KCR","0.1","1006577"
"Mike Kilkenny","- - -","3.0","1006901"
"Rusty Meacham","- - -","2.5","1008702"
"Zeb Eaton","DET","-0.4","1003650"
"Roy Witherup","- - -","1.3","1014165"
"Kendall Graveman","- - -","3.6","15514"
"Lucas Giolito","- - -","6.8","15474"
"Sendy Rleal","BAL","-0.7","2737"
"Oad Swigart","PIT","0.6","1012790"
"Kazuhisa Ishii","- - -","2.6","655"
"Yorkis Perez","- - -","1.3","1513"
"Livan Hernandez","- - -","34.0","1116"
"Jeff Karstens","- - -","4.1","5879"
"T.J. House","- - -","1.0","9121"
"Elmer Dessens","- - -","10.8","317"
"Doug Davis","- - -","22.2","1244"
"Andrew Heaney","- - -","6.2","15423"
"Jerry Garvin","TOR","4.2","1004558"
"Harry Shuman","- - -","0.0","1011944"
"Luis Pineda","- - -","-0.3","346"
"Johnny Kucab","PHA","0.0","1007194"
"Orber Moreno","- - -","0.8","617"
"Archie Corbin","- - -","0.1","1002612"
"Cozy Dolan","BSN","2.0","1003360"
"Bennie Daniels","- - -","8.0","1002968"
"Carlos Perez","- - -","7.9","1010179"
"Charlie Robertson","- - -","10.4","1011025"
"Aaron Laffey","- - -","2.2","6248"
"Trevor May","MIN","4.9","6398"
"Juan Salas","TBD","-0.1","2533"
"Ryan Thompson","TBR","0.1","16647"
"Hipolito Pichardo","- - -","8.2","1472"
"Joey Hamilton","- - -","16.7","328"
"Chad Gaudin","- - -","4.7","1783"
"Steve Jones","- - -","0.2","1006593"
"Dick Mulligan","- - -","0.5","1009299"
"Jonathan Pettibone","PHI","0.8","7106"
"Rich Scheid","- - -","-0.2","1011542"
"Brandon Brennan","SEA","0.0","13527"
"Harrison Musgrave","COL","-0.1","16532"
"Randy Tate","NYM","1.0","1012838"
"Ed Durham","- - -","5.2","1003589"
"Fred Baczewski","- - -","1.7","1000403"
"John Maine","- - -","5.7","4773"
"Paul Mitchell","- - -","4.0","1009009"
"Buster Narum","- - -","0.6","1009455"
"Ryan Sadowski","SFG","0.2","5916"
"Felix Pena","- - -","2.6","13403"
"Evelio Hernandez","WAS","0.5","1005701"
"Gil Blanco","- - -","-0.4","1001042"
"Paul Mirabella","- - -","1.2","1008989"
"Greg Terlecky","STL","-0.3","1012920"
"Ed Cassian","- - -","0.2","1002050"
"John Wilson","BOS","0.0","1014092"
"Bud Norris","- - -","11.0","9492"
"Mike Williams","- - -","3.4","1014"
"Dave Eilers","- - -","-0.9","1003715"
"Fred Sanford","- - -","4.6","1011430"
"Don Carrithers","- - -","0.9","1001992"
"Edinson Volquez","- - -","12.6","3990"
"Daisuke Matsuzaka","- - -","8.4","7775"
"Chris Welsh","- - -","1.2","1013772"
"Lee Hancock","PIT","-0.3","1005295"
"Jake Barrett","- - -","-0.2","13322"
"Rick White","- - -","4.3","456"
"Bill Landis","- - -","0.6","1007294"
"Ken Reynolds","- - -","1.2","1010871"
"Odalis Perez","- - -","18.0","668"
"Cholly Naranjo","PIT","-0.3","1009450"
"Jaime Barria","LAA","1.5","18356"
"Neil Ramirez","- - -","-0.3","7677"
"Jimmy Jones","- - -","5.5","1006569"
"Angel Miranda","MIL","2.4","1008990"
"Eddie Dent","BRO","0.3","1003213"
"Daniel Norris","- - -","5.8","13475"
"Julian Tavarez","- - -","10.5","541"
"Alfredo Martinez","CAL","0.9","1008151"
"Chris Schroder","WSN","0.3","3553"
"Gil Heredia","- - -","12.1","1005686"
"Fred Heimach","- - -","12.3","1005591"
"Domingo Jean","NYY","0.0","1006374"
"Brad Thompson","- - -","-0.4","4911"
"Jack Russell","- - -","20.0","1011313"
"Russ Kemmerer","- - -","9.0","1006824"
"Harry Gardner","PIT","0.1","1004525"
"Erik Plantenberg","- - -","-0.3","1010387"
"Brett Gideon","- - -","-0.3","1004677"
"Ken Kravec","- - -","8.0","1007147"
"Willie Fraser","- - -","0.4","1004306"
"Matt Clement","- - -","19.4","271"
"Tom Seats","- - -","1.9","1011707"
"Rick Kreuger","- - -","0.1","1007162"
"David Cortes","- - -","0.2","1798"
"John Strohmayer","- - -","0.4","1012626"
"Bryce Florie","- - -","4.0","1004172"
"Mark Bomback","- - -","1.0","1001156"
"Cal Quantrill","- - -","1.7","19312"
"Mike Butcher","CAL","0.0","1001764"
"Dick Lange","CAL","-0.4","1007316"
"Jeff Darwin","- - -","-0.1","1002997"
"Johnny Lindell","- - -","1.9","1007619"
"Manny Hernandez","- - -","0.4","1005708"
"Matt Daley","- - -","0.7","7952"
"Josh Stinson","- - -","-0.4","3219"
"John Dettmer","TEX","0.0","1003236"
"Kazuhito Tadano","CLE","0.5","1917"
"Izzy Goldstein","DET","0.0","1004811"
"Pablo Lopez","MIA","3.6","17085"
"Dean Stone","- - -","6.6","1012561"
"Blake Wood","- - -","1.1","1345"
"Chick Davies","- - -","0.1","1003030"
"George Davis","- - -","0.7","1003050"
"Al Schacht","WAS","1.4","1011503"
"Ryan Vogelsong","- - -","4.4","1011"
"Pete Gebrian","CHW","-0.6","1004588"
"Bill Dietrich","- - -","14.5","1003289"
"Mike Trombley","- - -","4.4","758"
"Bob Brown","BSN","1.7","1001495"
"Corbin Burnes","MIL","2.2","19361"
"Marty Clary","ATL","1.8","1002321"
"Eddie Higgins","STL","-0.3","1005789"
"Eli Grba","- - -","1.2","1004979"
"Brian Tollberg","SDP","3.1","1055"
"Miguel Batista","- - -","15.5","46"
"John Hamill","WSN","-0.3","1005276"
"Jerry Lane","- - -","0.8","1007309"
"Bill Burbach","NYY","-0.7","1001654"
"Dennis Lewallyn","- - -","0.4","1007572"
"Joe Johnson","- - -","4.0","1006473"
"Pete Walker","- - -","0.8","1325"
"Tony Freitas","- - -","5.1","1004334"
"Curt Kaufman","- - -","-0.5","1006717"
"Dan Miceli","- - -","3.0","1463"
"Dave Meads","HOU","-0.4","1008708"
"Taylor Jordan","WSN","1.1","10466"
"Arnold Earley","- - -","3.1","1003626"
"Bo McLaughlin","- - -","1.6","1008608"
"Dave Burba","- - -","19.6","1239"
"Rubby de la Rosa","- - -","1.9","3862"
"Hugh Mulcahy","- - -","7.5","1009289"
"Buddy Boshers","- - -","0.7","8490"
"Mike Harkey","- - -","4.8","1005363"
"Gil Meche","- - -","15.6","1089"
"Jose Paniagua","- - -","0.3","483"
"Mark Brandenburg","- - -","1.2","1001350"
"Ed Dugan","RIC","1.7","1003536"
"Ben Flowers","- - -","1.7","1004173"
"Kameron Loe","- - -","3.0","4422"
"Rick Sawyer","- - -","-0.4","1011477"
"Bud Podbielan","- - -","3.5","1010404"
"Juan Gutierrez","- - -","0.2","3265"
"Dustin McGowan","- - -","4.3","8600"
"Santiago Guzman","STL","0.3","1005163"
"Steven Ames","MIA","0.1","9615"
"Larry Mitchell","PHI","0.0","1009006"
"Mark Hamburger","TEX","0.1","5329"
"Taylor Widener","ARI","-0.3","19266"
"Tyler Alexander","DET","0.9","17735"
"Michael Blazek","- - -","-0.8","9654"
"Randy Scarbery","CHW","1.1","1011497"
"Philip Nastu","SFG","-0.5","1009460"
"Luis Perdomo","- - -","-0.7","5380"
"Bobby Poyner","BOS","0.2","17987"
"Bob Cain","- - -","5.1","1001820"
"Danny Worth","DET","0.0","198"
"Andrew Carignan","OAK","0.0","2431"
"Jesus Delgado","FLA","-0.1","3308"
"Skip Schumaker","- - -","-0.1","3704"
"Humberto Sanchez","NYY","0.0","4303"
"Brett Marshall","NYY","-0.2","5364"
"Justin James","OAK","0.0","6140"
"JB Shuck","- - -","0.0","6677"
"Jake Elmore","- - -","-0.1","7290"
"Kendrys Morales","- - -","0.0","8610"
"Chris Reed","MIA","0.0","12801"
"Jake Smith","SDP","-0.1","14379"
"Jairo Labourt","DET","0.0","14996"
"Adonis Rosa","NYY","0.0","17942"
"Ty France","SDP","-0.1","17982"
"Adonis Medina","PHI","0.1","19903"
"Blake Cederlind","PIT","0.1","20344"
"Charlie Abbey","WAS","0.0","1000007"
"Joe Albanese","WAS","0.0","1000101"
"Cap Anson","CHI","-0.2","1000272"
"Ernie Baker","CIN","-0.1","1000451"
"Mel Behney","CIN","-0.2","1000783"
"Fred Blank","CIN","0.0","1001048"
"Tim Bogar","HOU","-0.1","1001120"
"Joe Bradshaw","BRO","-0.1","1001319"
"Kitty Brashear","LOU","0.1","1001361"
"Jophery Brown","CHC","0.0","1001532"
"Tim Christman","COL","0.0","1002224"
"Bobby Clack","CIN","0.0","1002250"
"Loyd Colson","NYY","0.1","1002474"
"Larry Colton","PHI","0.1","1002475"
"Jorge Comellas","CHC","0.0","1002481"
"Earl Cook","DET","0.1","1002567"
"Ed Corey","CHW","0.0","1002624"
"Doc Cramer","BOS","0.0","1002727"
"Claude Davenport","NYG","-0.2","1003015"
"Harry Dean","WAS","-0.1","1003109"
"Roland de la Maza","KCR","-0.1","1003161"
"Francisco de la Rosa","BAL","0.0","1003165"
"Rick Dempsey","MIL","0.0","1003203"
"Tom Dolan","STL","0.0","1003364"
"Ed Donalds","CIN","0.1","1003377"
"Jimmie Dykes","PHA","0.0","1003617"
"Bob Edmondson","WAS","0.0","1003676"
"Charlie Faust","NYG","0.0","1003960"
"Paul Fitzke","CLE","0.0","1004118"
"Jim Fogarty","PHI","0.0","1004191"
"John Foley","PRO","0.0","1004196"
"Bernie Friberg","PHI","0.0","1004347"
"Bill Friel","SLB","0.0","1004353"
"Chris Fulmer","BAL","0.0","1004401"
"Milt Galatzer","CLE","0.0","1004442"
"Willie Garoni","NYG","0.1","1004542"
"Jim Geddes","CHW","-0.4","1004589"
"Charlie Gettig","NYG","1.3","1004645"
"Dan Gladden","MIN","0.0","1004750"
"Charlie Harding","DET","0.0","1005343"
"Charlie Hartman","BOS","0.0","1005453"
"Clarence Heise","STL","-0.1","1005600"
"Bill Henderson","NYY","-0.1","1005629"
"Greg Heydeman","LAD","0.0","1005760"
"Jim Hickman","LAD","-0.1","1005777"
"Harley Hisner","BOS","0.1","1005859"
"David Howard","KCR","-0.1","1006075"
"Jesse Hudson","NYM","0.0","1006136"
"Al Huenke","NYG","0.1","1006143"
"Bill Hughes","PIT","0.0","1006150"
"Pat Jacquez","CHW","0.0","1006331"
"Herb Juul","CIN","-0.1","1006658"
"Bob Kaiser","CLE","-0.3","1006671"
"Paul Kardow","CLE","0.0","1006698"
"Lew Krausse","PHA","0.1","1007145"
"Steve Ladew","KCC","-0.1","1007247"
"Gary Lance","KCR","0.0","1007288"
"Bill Lattimore","CLE","0.1","1007378"
"Axel Lindstrom","PHA","0.0","1007625"
"Lep Long","PHA","-0.1","1007736"
"Curt Lyons","CIN","0.3","1007879"
"Charlie Maloney","BSN","0.0","1008035"
"Rolla Mapel","SLB","-0.2","1008093"
"Joe Marty","PHI","0.0","1008205"
"Charlie Mason","WSO","0.0","1008215"
"Conny McGeehan","PHA","0.1","1008508"
"Frank McPartlin","NYG","-0.1","1008674"
"Trick McSorley","TOL","0.0","1008692"
"George Merritt","PIT","0.3","1008787"
"Ronnie Miller","WAS","0.0","1008930"
"Dave Morey","PHA","-0.1","1009169"
"Jim Murray","BRO","0.0","1009390"
"Bill Nelson","PIT","-0.1","1009497"
"Dick Newsome","BOS","4.0","1009547"
"Chuck Nieson","MIN","0.0","1009592"
"Merlin Nippert","BOS","-0.1","1009603"
"Ernie Ovitz","CHC","-0.1","1009913"
"Doc Ozmer","PHA","0.0","1009930"
"Pat Paige","CLE","0.1","1009961"
"Frank Pearce","LOU","0.0","1010102"
"Paul Penson","PHI","-0.1","1010164"
"George Pinkney","BRO","0.0","1010358"
"Dykes Potter","BRO","-0.1","1010469"
"Ike Powers","PHA","-0.1","1010498"
"Steve Rachunok","BRO","0.3","1010627"
"Luis Salazar","SDP","0.0","1011378"
"Pete Schmidt","SLB","-0.1","1011587"
"Mike Schultz","CIN","0.0","1011643"
"George Scott","STL","0.0","1011681"
"Bob Sprout","LAA","0.1","1012365"
"Joe Strauss","LOU","-0.1","1012605"
"Sleeper Sullivan","STL","0.1","1012711"
"Monty Swartz","CIN","0.2","1012767"
"Fred Tenney","BSN","0.0","1012916"
"Harry Trekell","STL","0.1","1013173"
"Charlie Vaughan","ATL","0.2","1013379"
"Bobby Veach","DET","-0.1","1013388"
"Ed Walker","CLE","-0.1","1013514"
"Tim Wallach","MON","0.0","1013554"
"Johnny Ward","PRO","0.1","1013617"
"Walt Whittaker","PHA","-0.1","1013914"
"Ted Williams","BOS","0.1","1014040"
"John Wilson","WAS","-0.1","1014091"
"Ed Wineapple","WAS","0.0","1014123"
"Clarence Woods","IND","0.0","1014235"
"Bob Kelly","- - -","3.3","1006795"
"Justus Sheffield","- - -","1.8","17285"
"Scott Diamond","- - -","2.8","5089"
"Eric Knott","- - -","0.4","62"
"Jordan Romano","TOR","0.2","16122"
"Simon Castro","- - -","-0.1","9243"
"Steve Wapnick","- - -","-0.1","1013601"
"Carlos Frias","LAD","0.4","3547"
"Luis Perez","TOR","0.5","6389"
"Ian Hamilton","CHW","-0.2","19261"
"Tanner Scott","BAL","1.1","17586"
"Marcus Walden","BOS","0.6","8004"
"James Norwood","CHC","0.2","16440"
"Brandon Cunniff","ATL","-0.2","11509"
"Lorenzo Barcelo","CHW","0.7","1435"
"Rafael Martin","WSN","0.0","10258"
"Daniel Webb","CHW","-0.4","10558"
"Tim Wood","- - -","-0.5","3775"
"Bob Long","- - -","-0.3","1007728"
"Jose Nunez","- - -","0.5","1410"
"Ian Krol","- - -","-0.3","10066"
"Edgmer Escalona","COL","-0.2","8574"
"Sherman Corbett","CAL","0.3","1002611"
"Ozzie Osborn","CHW","0.2","1009870"
"Edward Paredes","LAD","0.1","4168"
"C.C. Lee","CLE","-0.1","5177"
"Boone Logan","- - -","2.3","5525"
"Henry Villar","HOU","0.0","5360"
"Scott Munninghoff","PHI","0.0","1009324"
"Benny Frey","- - -","9.8","1004342"
"Roberto Rivera","- - -","-0.1","1011006"
"Chuck Rainey","- - -","6.1","1010654"
"D.J. Carrasco","- - -","2.1","1666"
"Damian Moss","- - -","0.3","107"
"Gene Wright","- - -","0.6","1014278"
"Jeanmar Gomez","- - -","2.0","9033"
"John Parrish","- - -","0.2","160"
"Matt Moore","- - -","8.4","1890"
"Pete Wood","- - -","1.0","1014230"
"Dixie Leverett","- - -","6.7","1007564"
"Russ Ortiz","- - -","14.8","1124"
"Leon Chagnon","- - -","1.7","1002112"
"Randy Kramer","- - -","-0.7","1007138"
"Bob Heffner","- - -","3.5","1005578"
"George Jeffcoat","- - -","-0.6","1006376"
"Charlie Sprague","- - -","0.6","1012354"
"Jim Middleton","- - -","0.5","1008843"
"Bill George","- - -","0.3","1004618"
"Jeff James","PHI","0.6","1006350"
"Steve Grilli","- - -","-0.8","1005059"
"Darren Oliver","- - -","19.8","206"
"Gabe White","- - -","4.1","360"
"Vinnie Chulk","- - -","1.2","1838"
"Roberto Novoa","- - -","-0.4","2217"
"Michael Bowden","- - -","0.1","4440"
"Paul Reuschel","- - -","1.3","1010851"
"Clayton Richard","- - -","7.7","3551"
"Sammy Solis","WSN","0.8","11457"
"Tom Kramer","CLE","-0.4","1007139"
"Charles Nagy","- - -","30.9","397"
"Jerry Crider","- - -","0.0","1002766"
"Bob Moorhead","NYM","0.6","1009133"
"Albert Suarez","SFG","0.1","6175"
"Greg Smith","- - -","1.2","3455"
"Bud Teachout","- - -","0.6","1012897"
"Art Decatur","- - -","2.8","1003122"
"Jose Acosta","- - -","1.0","1000035"
"Rick Bauer","- - -","1.0","125"
"Bill Mooneyham","OAK","0.7","1009082"
"Chuck Hartenstein","- - -","-1.1","1005442"
"Wily Peralta","- - -","3.5","7738"
"Frank Reberger","- - -","1.0","1010745"
"Bert Abbey","- - -","5.8","1000006"
"Ray Benge","- - -","21.9","1000831"
"Ed Olwine","ATL","-0.4","1009797"
"Phil Hughes","- - -","17.7","7450"
"Domingo German","NYY","2.9","17149"
"Fred Caligiuri","PHA","0.7","1001836"
"Russ Springer","- - -","3.8","1652"
"Duke Gillespie","CIN","0.2","1004712"
"Charlie Whitehouse","- - -","0.5","1013858"
"Scott Kamieniecki","- - -","7.4","1006681"
"Charlie Eckert","PHA","-0.5","1003659"
"Jim Moore","- - -","1.0","1009114"
"Ernie Hickman","KCC","-0.3","1005774"
"Jason Adam","- - -","0.0","11861"
"Wade Blasingame","- - -","3.7","1001057"
"Dave Coggin","PHI","2.3","951"
"Allen Ripley","- - -","2.8","1010979"
"Harry Arundel","- - -","1.1","1000330"
"Balor Moore","- - -","4.0","1009090"
"Zack Littell","MIN","0.0","15823"
"Ben Rivera","- - -","1.8","1010999"
"Jesse Chavez","- - -","5.3","5448"
"Georges Maranda","- - -","-0.7","1008098"
"Al Nipper","- - -","4.0","1009602"
"Dennis Sarfate","- - -","0.5","2174"
"Jim Sullivan","- - -","5.0","1012695"
"Oscar Zamora","- - -","-0.7","1014416"
"Hoby Milner","- - -","-0.6","13346"
"Randy Lerch","- - -","6.6","1007551"
"Kason Gabbard","- - -","1.0","3418"
"Chuck James","- - -","0.4","4886"
"Rich Gale","- - -","6.0","1004444"
"Marino Pieretti","- - -","2.7","1010334"
"Billy Sadler","- - -","-0.6","6235"
"Skip Pitlock","- - -","-0.3","1010373"
"Peter Fairbanks","- - -","0.6","17998"
"Jack Hamilton","- - -","0.6","1005274"
"Mike Mason","- - -","5.6","1008221"
"Joe Krakauskas","- - -","4.9","1007134"
"Glenn Spencer","- - -","1.9","1012323"
"Tom Sunkel","- - -","1.3","1012727"
"George O'Donnell","PIT","1.4","1009729"
"George Hemming","- - -","11.4","1005620"
"Carlos Hernandez","HOU","1.3","560"
"Dan Naulty","- - -","-0.1","1009464"
"Pete Redfern","MIN","6.2","1010751"
"Hal Gregg","- - -","7.4","1005020"
"Ken Wright","- - -","0.6","1014286"
"Kent Greenfield","- - -","5.2","1005004"
"Bill Dillman","- - -","0.4","1003304"
"Bob Chakales","- - -","0.7","1002113"
"Dylan Bundy","- - -","9.2","12917"
"Red Nelson","- - -","0.2","1009508"
"Art Hoelskoetter","STL","-0.7","1005894"
"George Caster","- - -","8.4","1002055"
"Taylor Jungmann","MIL","1.3","13119"
"Kent Bottenfield","- - -","4.2","1001226"
"Syd Cohen","WAS","0.7","1002402"
"George Blaeholder","- - -","21.3","1001025"
"Shadow Pyle","- - -","0.0","1010584"
"Allyn Stout","- - -","1.1","1012582"
"Clem Dreisewerd","- - -","0.4","1003489"
"Joe Ostrowski","- - -","5.5","1009887"
"Jalen Beeks","- - -","1.0","17192"
"Mike Matthews","- - -","0.0","1170"
"Jim Golden","- - -","1.5","1004804"
"Jon Adkins","- - -","0.0","1799"
"William Van Landingham","SFG","3.9","1013358"
"Jake Faria","- - -","1.0","13699"
"Harley Dillinger","CLE","-0.3","1003303"
"Adbert Alzolay","CHC","0.3","17859"
"Bo Schultz","- - -","-0.4","5028"
"Ray Poat","- - -","0.5","1010402"
"Nelson Figueroa","- - -","1.8","683"
"Pete Smith","- - -","5.8","1012191"
"Caleb Smith","- - -","2.0","14875"
"Dick Rozek","- - -","-0.9","1011272"
"Garrett Stephenson","- - -","5.3","1185"
"Chris Heston","- - -","0.9","10302"
"Charlie Hastings","- - -","3.3","1005483"
"Phonney Martin","- - -","0.9","1008191"
"Hector Mercado","- - -","0.4","960"
"Dennis Kinney","- - -","-0.6","1006946"
"Milt Gaston","- - -","19.9","1004567"
"Wade LeBlanc","- - -","3.2","5221"
"Nick Willhite","- - -","-1.1","1013967"
"Omar Daal","- - -","12.2","646"
"Clarence Pickrel","- - -","0.4","1010318"
"Hansel Izquierdo","FLA","-0.2","522"
"Rolando Arrojo","- - -","8.6","174"
"Julio Solano","- - -","-1.8","1012266"
"Cookie Cuccurullo","PIT","0.6","1002849"
"Zeke Rosebraugh","PIT","0.1","1011202"
"Spencer Turnbull","DET","4.8","16207"
"Kevin Campbell","- - -","-0.3","1001886"
"Jimmy Cordero","- - -","0.4","15690"
"Koda Glover","WSN","0.6","17695"
"Blaine Boyer","- - -","1.0","2237"
"Jeremy Fikac","- - -","-1.1","1031"
"Franklin Morales","- - -","1.0","5088"
"Tony Saunders","- - -","4.2","1011463"
"Pat Gomez","- - -","-0.1","1004824"
"Bill Denehy","- - -","-0.8","1003204"
"Bill Posedel","- - -","3.7","1010462"
"Ross Detwiler","- - -","2.7","2859"
"Tim Layana","- - -","-0.1","1007413"
"Keegan Akin","BAL","0.8","19362"
"Homer Bailey","- - -","16.5","8362"
"Mark Gardner","- - -","12.4","1004529"
"John D'Acquisto","- - -","1.4","1002919"
"Jim Winford","- - -","2.3","1014128"
"Dan Straily","- - -","3.5","9460"
"Brayan Villarreal","- - -","0.4","5180"
"John Farrell","- - -","6.3","1003948"
"Tommy Milone","- - -","7.3","7608"
"Mike Willis","TOR","-1.0","1014024"
"Jack Smith","- - -","-0.2","1012161"
"Joely Rodriguez","- - -","0.2","11487"
"Dickie Noles","- - -","6.5","1009620"
"Steve Dunning","- - -","0.3","1003572"
"Galen Cisco","- - -","1.3","1002246"
"Larry Casian","- - -","0.2","1002045"
"Chase Whitley","- - -","1.3","10982"
"Ricky Nolasco","- - -","26.1","3830"
"Walt Smallwood","NYY","-0.2","1012079"
"Jack Leary","- - -","0.5","1007436"
"Tyler Cravy","MIL","0.1","10770"
"Tom Bolton","- - -","3.9","1001155"
"Alfredo Simon","- - -","2.0","2155"
"Frank Castillo","- - -","19.8","180"
"Matt Palmer","- - -","0.6","4457"
"Jose Contreras","- - -","17.6","1660"
"Chris Zachary","- - -","2.4","1014404"
"T.J. Tucker","MON","1.1","800"
"Mike Morin","- - -","2.2","13442"
"Cory Lidle","- - -","17.8","926"
"Vince Colbert","CLE","0.0","1002408"
"Matt Grace","- - -","0.9","11449"
"Jerry Nyman","- - -","1.0","1009670"
"Kyle Gibson","- - -","12.9","10123"
"Devin Smeltzer","MIN","0.7","19487"
"Doug Bochtler","- - -","-1.3","1001107"
"Pete Broberg","- - -","3.0","1001454"
"Valerio de los Santos","- - -","-0.3","681"
"Matt Andriese","- - -","3.8","12022"
"Bill Chamberlain","CHW","0.0","1002118"
"Ryan Rowland-Smith","- - -","1.5","3245"
"John Shaffer","NYM","0.7","1011782"
"Bobby Chouinard","- - -","0.9","1002204"
"Chris Tillman","BAL","9.2","5279"
"Mark Leiter","- - -","9.1","1007501"
"Jack Armstrong","- - -","4.3","1000313"
"Charlie Parsons","- - -","0.6","1010028"
"John O'Donoghue","BAL","-0.1","1009733"
"Joe Schaffernoth","- - -","0.0","1011512"
"Taylor Tankersley","FLA","-0.6","8249"
"Ken Johnson","- - -","1.6","1006476"
"JT Chargois","- - -","0.4","13767"
"Roger Pavlik","TEX","8.7","1010087"
"Alan Busenitz","MIN","-0.7","15239"
"Steve Brown","CAL","0.6","1001561"
"Jack McFetridge","PHI","0.5","1008496"
"Jorge De La Rosa","- - -","15.1","2047"
"Ralph Hamner","- - -","0.4","1005287"
"Gene Stechschulte","STL","-1.0","1184"
"Vallie Eaves","- - -","0.0","1003652"
"Walter Moser","- - -","0.5","1009241"
"Rip Coleman","- - -","1.9","1002432"
"Jon Meloan","- - -","0.1","3355"
"Frank Brooks","- - -","-0.2","1877"
"Joe Neale","- - -","1.9","1009475"
"Milt Shoffner","- - -","3.2","1011920"
"Scott Erickson","- - -","29.7","137"
"Kevin Morton","BOS","0.6","1009234"
"Mike Cvengros","- - -","2.5","1002916"
"Sweetbreads Bailey","- - -","0.1","1000432"
"Jim Magnuson","- - -","0.4","1007971"
"Jack Wilson","- - -","12.9","1014087"
"Jerome Williams","- - -","4.7","1137"
"Jack Fifield","- - -","3.2","1004033"
"Snake Wiltse","- - -","5.3","1014117"
"Willie McGill","- - -","13.4","1008522"
"Kevin Blankenship","- - -","0.0","1001050"
"Pete Schourek","- - -","10.0","1011608"
"Jon Gray","COL","13.5","14916"
"Mike Kekich","- - -","0.5","1006764"
"Jeff Locke","- - -","3.0","2929"
"Alan Benes","- - -","5.3","265"
"Mike Smithson","- - -","12.0","1012181"
"Jack Lively","DET","1.4","1007672"
"Lefty Weinert","- - -","2.7","1013739"
"Pierce Johnson","- - -","0.2","13435"
"Lefty Wilkie","PIT","1.0","1013958"
"Alan Embree","- - -","5.9","1030"
"Jack Neagle","- - -","1.6","1009472"
"Brooks Kieschnick","MIL","0.5","389"
"John Whitehead","- - -","9.4","1013882"
"Frank Gregory","CIN","0.1","1005023"
"Mike Griffin","- - -","1.6","1005048"
"Nick Dumovich","CHC","0.2","1003549"
"Juan Dominguez","TEX","0.7","1796"
"Frank Garces","SDP","-0.9","13144"
"Wayne Gomes","- - -","1.1","191"
"Jose Urena","MIA","2.7","11589"
"Scott Carroll","CHW","0.3","888"
"Roy Smith","- - -","3.2","1012202"
"Aaron Cook","- - -","16.9","1571"
"Mike Dyer","- - -","0.5","1003615"
"Jae Seo","- - -","5.2","895"
"Jake Woods","- - -","-0.7","2196"
"Benn Karr","- - -","4.1","1006708"
"Stew Bowers","BOS","-0.1","1001255"
"Jose Sosa","HOU","-0.3","1012285"
"Cory Burns","- - -","-0.1","6620"
"Ambiorix Burgos","- - -","-0.6","3246"
"Parker Bridwell","- - -","0.4","11502"
"Josh James","HOU","0.5","16794"
"Randy Veres","- - -","-0.6","1013412"
"Dave Rajsich","- - -","0.1","1010658"
"Roy Sanders","- - -","-0.5","1011421"
"Roberto Hernandez","- - -","8.6","3273"
"Fernando Nieve","- - -","-0.6","2173"
"Cody Eppley","- - -","-0.2","9095"
"Brad Bergesen","- - -","2.6","8375"
"Aaron Sele","- - -","29.1","34"
"Walter Wilson","DET","0.1","1014111"
"Al Sima","- - -","1.2","1011976"
"Derek Holland","- - -","13.0","4141"
"Joe Presko","- - -","3.0","1010522"
"Mark Clark","- - -","13.6","1002296"
"Blake Beavan","SEA","1.3","338"
"Randy Flores","- - -","0.5","1446"
"Jason Marquis","- - -","8.8","105"
"Miguel del Toro","SFG","-0.1","1003184"
"Mark Schaeffer","SDP","-0.6","1011509"
"Preston Hanna","- - -","1.4","1005318"
"Shawn Hillegas","- - -","1.7","1005818"
"Mike Stanton","- - -","4.8","1012421"
"Mike Cantwell","- - -","-0.1","1001922"
"Jeff D'Amico","- - -","7.9","871"
"Rich DeLucia","- - -","0.8","1003185"
"Adalberto Mejia","- - -","1.2","13188"
"Raul Sanchez","- - -","0.0","1011410"
"Bruce Chen","- - -","8.4","769"
"Larry Twitchell","- - -","0.7","1013243"
"Dave Elder","CLE","0.1","1535"
"Dave Thies","KCA","0.0","1012956"
"Jason Hammel","- - -","20.1","4538"
"Miguel Socolovich","- - -","0.3","6697"
"Logan Verrett","- - -","-0.8","12905"
"Pop Corkhill","CIN","-0.1","1002629"
"Jose Bautista","- - -","-0.9","1000694"
"Mike Capel","- - -","-0.7","1001925"
"Tim Davis","SEA","1.0","1003082"
"Kevin Slowey","- - -","7.7","9918"
"Jamie Easterly","- - -","2.1","1003639"
"Masato Yoshii","- - -","6.5","807"
"Michael Schwimer","PHI","0.1","8103"
"Chris Resop","- - -","0.5","3799"
"Steve Luebber","- - -","-0.4","1007819"
