"Name","Team","WAR","playerid"
"Bill McGill","SLB","0.4","1008518"
"Dave Veres","- - -","5.7","1188"
"Kaiser Wilhelm","- - -","9.7","1013947"
"Dave Stieb","- - -","43.8","1012532"
"Scott Radinsky","- - -","4.4","1010641"
"Mickey Lolich","- - -","64.6","1007712"
"Chummy Gray","PIT","0.5","1004965"
"Jose Urquidy","HOU","1.2","18413"
"Jim Tobin","- - -","18.0","1013089"
"Nelson Briles","- - -","22.8","1001432"
"Jared Burton","- - -","2.9","8346"
"","STL","-0.3","1009969"
"Marcel Lachemann","OAK","0.3","1007234"
"Tim Crews","LAD","2.9","1002765"
"Luis Aloma","CHW","0.1","1000175"
"Carmen Hill","- - -","8.7","1005809"
"Johnny Vander Meer","- - -","25.2","1013350"
"Alex Wilson","- - -","2.5","9239"
"David Peterson","NYM","0.5","20302"
"Larry French","- - -","43.7","1004338"
"Gary Waslewski","- - -","1.1","1013661"
"Connie Johnson","- - -","13.9","1006438"
"Alex Wood","- - -","13.6","13781"
"Hiroki Kuroda","- - -","22.4","3283"
"Jim Perry","- - -","37.5","1010213"
"Ugueth Urbina","- - -","10.9","216"
"Buck Ewing","- - -","0.2","1003881"
"Turk Farrell","- - -","19.1","1003950"
"Arlie Pond","BAL","6.6","1010430"
"Enrique Romo","- - -","5.0","1011175"
"Roscoe Miller","- - -","7.1","1008929"
"Hugh Casey","- - -","6.7","1002039"
"Herman Pillette","- - -","6.5","1010351"
"Jesse Duryea","- - -","12.4","1003599"
"Von McDaniel","STL","1.2","1008443"
"Seth Lugo","NYM","6.1","12447"
"Dwight Siebler","MIN","0.3","1011952"
"Roberto Hernandez","- - -","14.3","605"
"Jim Kaat","- - -","70.9","1006660"
"Tippy Martinez","- - -","8.2","1008200"
"Herb Hutson","CHC","0.0","1006242"
"Branden Pinder","NYY","-0.1","12093"
"Craig Breslow","- - -","2.0","4363"
"Lindy McDaniel","- - -","23.8","1008441"
"Drew Storen","- - -","4.4","6983"
"Gregg Olson","- - -","9.8","1009791"
"Dock Ellis","- - -","30.6","1003747"
"Nate Andrews","- - -","8.2","1000259"
"Rudy May","- - -","36.3","1008310"
"Curt Schilling","- - -","79.8","73"
"Ted Abernathy","- - -","4.4","1000020"
"Bob Geary","- - -","1.0","1004585"
"Charlie Getzein","- - -","32.3","1004649"
"Paul Derringer","- - -","62.4","1003224"
"Jose Alvarado","TBR","2.8","17780"
"Ray King","- - -","1.7","693"
"Jim Rooker","- - -","22.3","1011183"
"Ken Johnson","- - -","21.9","1006477"
"Jim Bluejacket","- - -","1.6","1001092"
"Sixto Sanchez","MIA","1.0","19680"
"Stacy Jones","- - -","0.1","1006594"
"Denny Mack","ROC","0.1","1007915"
"Charlie Rhodes","- - -","0.7","1010883"
"Mutt Wilson","DET","0.2","1014097"
"Dick McCabe","- - -","0.2","1008348"
"Jimmy Herget","- - -","-0.2","17556"
"Brian Schmack","DET","0.0","1809"
"David Cone","- - -","56.0","1680"
"Ron Reed","- - -","38.0","1010773"
"Dave Righetti","- - -","23.9","1010958"
"Luis Severino","NYY","12.8","15890"
"Jim Konstanty","- - -","3.0","1007098"
"Grant Jackson","- - -","11.0","1006298"
"Mace Brown","- - -","9.0","1001541"
"Yu Darvish","- - -","25.0","13074"
"Bob Welch","- - -","38.9","1013750"
"Jose Melendez","- - -","1.9","1008745"
"Bob Duliba","- - -","0.2","1003546"
"Eric Gagne","- - -","14.0","650"
"Dick Woodson","- - -","3.9","1014236"
"Ace Adams","NYG","0.5","1000040"
"Zaza Harvey","- - -","0.4","1005471"
"Dale Thayer","- - -","0.5","5032"
"Bill Crouch","- - -","1.1","1002814"
"Mario Soto","CIN","24.3","1012289"
"Matt Kilroy","- - -","29.8","1006910"
"John Wyatt","- - -","1.3","1014303"
"Jordan Hicks","STL","0.9","19618"
"Boardwalk Brown","- - -","2.7","1001494"
"Aaron Nola","PHI","19.3","16149"
"Van Mungo","- - -","30.2","1009321"
"Tom Ferrick","- - -","4.1","1004014"
"Billy Rhines","- - -","26.2","1010880"
"Frank Mountain","- - -","5.4","1009267"
"Cannonball Titcomb","- - -","3.4","1013084"
"Allan Ramirez","BAL","0.0","1010667"
"Todd Burns","- - -","2.3","1001721"
"Dave Rozema","- - -","12.9","1011273"
"Tyler Thornburg","- - -","1.9","10688"
"Jim Miller","- - -","-0.4","7458"
"Roy Face","- - -","10.2","1003891"
"Javier Lopez","- - -","2.0","1663"
"Curt Barclay","NYG","1.3","1000534"
"Ryan Madson","- - -","12.3","1852"
"Jim Pena","SFG","0.0","1010147"
"Les Willis","CLE","-0.3","1014018"
"Fred Green","- - -","0.1","1004993"
"Rip Sewell","- - -","22.2","1011768"
"Cristian Javier","HOU","0.5","17606"
"Judge Nagle","- - -","0.1","1009437"
"Stan Williams","- - -","20.5","1014039"
"Cecilio Guante","- - -","2.4","1005113"
"Bob Myrick","NYM","0.1","1009430"
"Dutch Ulrich","PHI","6.4","1013273"
"Keynan Middleton","LAA","0.4","15264"
"Pat Perry","- - -","-0.5","1010215"
"Orel Hershiser","- - -","48.0","1005741"
"Emil Kush","CHC","0.3","1007218"
"Elmer Brown","- - -","-0.1","1001515"
"Nig Cuppy","- - -","31.3","1002884"
"Ed Head","BRO","5.0","1005542"
"Bob Johnson","- - -","4.2","1006430"
"Jake Striker","- - -","0.0","1012619"
"Hi Jasper","- - -","1.4","1006366"
"Henry Jones","PIT","0.1","1006561"
"Ed Smith","BAL","-0.1","1012133"
"Buck Hooker","CIN","0.0","1005998"
"Sergio Escalona","- - -","0.1","7122"
"Jeremy Hill","KCR","0.0","1607"
"Ron Locke","NYM","-0.3","1007691"
"Hack Eibel","BOS","0.1","1003710"
"Ed Pinkham","CHI","0.0","1010357"
"Damaso Marte","- - -","7.7","247"
"Grant Balfour","- - -","6.8","718"
"Tom Tuckey","BSN","1.6","1013214"
"Manny Sarmiento","- - -","2.6","1011450"
"Tom Knowlson","PHA","-0.4","1007060"
"Mike Schooler","- - -","4.6","1011605"
"Dan Griner","- - -","4.5","1005072"
"Ed Klieman","- - -","0.2","1006999"
"Ken Holtzman","- - -","37.2","1005989"
"Blix Donnelly","- - -","4.3","1003381"
"Frank Lary","- - -","33.9","1007364"
"Josh Edgin","NYM","0.1","10796"
"Hector Rondon","- - -","4.6","2391"
"Johnny Sain","- - -","24.6","1011373"
"Dale Mohorcic","- - -","0.9","1009034"
"Mark Rogers","MIL","0.8","4083"
"Jim Holmes","- - -","-0.6","1005979"
"John Horan","CUN","0.6","1006023"
"Neftali Feliz","- - -","4.2","18"
"Gus Krock","- - -","5.5","1007169"
"Jay Ritchie","- - -","2.2","1010988"
"Tim Hudson","- - -","48.9","921"
"Ed Kinsella","- - -","0.5","1006950"
"Bill Daley","- - -","2.3","1002941"
"Heath Bell","- - -","9.9","2080"
"Jason Frasor","- - -","6.1","1906"
"Scott Lewis","CLE","0.1","7322"
"Tom Lee","- - -","0.7","1007469"
"Phillips Valdez","- - -","0.0","15605"
"Johnny Murphy","- - -","4.3","1009368"
"Brad Keller","KCR","6.1","15734"
"Steve Melter","STL","0.1","1008753"
"Alexi Ogando","- - -","5.3","10261"
"Clyde Wright","- - -","11.0","1014272"
"Dutch Ruether","- - -","22.3","1011291"
"Bob Moose","PIT","21.5","1009134"
"Derek Thompson","LAD","0.3","2126"
"Ron Blackburn","PIT","-0.3","1001021"
"Lee Gregory","CHC","-0.2","1005025"
"Ed High","DET","0.1","1005797"
"Ollie Johns","CIN","0.2","1006488"
"Shae Simmons","- - -","0.3","14200"
"Hank Borowy","- - -","18.8","1001208"
"Jack Harshman","- - -","15.3","1005435"
"Mel Parnell","BOS","31.4","1010017"
"Jim Buchanan","SLB","1.3","1001614"
"Hardie Henderson","- - -","18.5","1005632"
"Dennis Eckersley","- - -","61.8","1003660"
"Mickey Haefner","- - -","13.0","1005189"
"Ray Searage","- - -","1.1","1011703"
"Sadie McMahon","- - -","35.1","1008632"
"Dwight Gooden","- - -","56.7","1004852"
"Howie Pollet","- - -","32.9","1010423"
"Mark Prior","CHC","16.3","301"
"Jimmy Key","- - -","45.0","1006885"
"Wally Bunker","- - -","9.8","1001652"
"Sam LeCure","CIN","2.1","4664"
"Steve Kline","- - -","3.9","1164"
"Scott Linebrink","- - -","4.3","564"
"Cactus Keck","CIN","1.2","1006737"
"Freddie Fitzsimmons","- - -","33.3","1004122"
"Warren Brusstar","- - -","2.6","1001599"
"Carlos Martinez","STL","14.4","11682"
"Joe Pate","PHA","0.1","1010051"
"Fred Cambria","PIT","0.4","1001857"
"Chris Perez","- - -","1.3","5213"
"Ed Figueroa","- - -","16.0","1004037"
"Joe Bush","- - -","30.1","1001754"
"Louis Coleman","- - -","0.4","9720"
"Andy Karl","- - -","1.7","1006701"
"Ryan Helsley","STL","-0.2","18138"
"Frank Barrett","- - -","0.8","1000595"
"Pedro Borbon","- - -","5.0","1001195"
"John Schappert","STL","1.0","1011522"
"Bill Stafford","- - -","7.8","1012375"
"Dolly Gray","WAS","2.9","1004968"
"Dixie Walker","WAS","4.5","1013511"
"Cory Luebke","- - -","3.5","1984"
"Allan Russell","- - -","5.5","1011310"
"Cliff Lee","- - -","48.2","1636"
"Max Fried","ATL","5.1","13743"
"Eddie Stack","- - -","3.6","1012373"
"Blake Parker","- - -","2.5","5224"
"Joe Gibbon","- - -","12.9","1004658"
"Sean Burnett","- - -","1.2","1886"
"Hank Wyse","- - -","15.0","1014315"
"Matt Capps","- - -","4.3","4788"
"Ed Monroe","NYY","0.1","1009054"
"Joe Battin","- - -","-0.1","1000672"
"George Diehl","BSN","-0.1","1003286"
"Bill Hepler","NYM","-0.7","1005681"
"John Shearon","CLE","0.3","1011839"
"Chih-Wei Hu","TBR","0.0","16419"
"Michael Kohn","- - -","-1.0","8505"
"Charlie Schmutz","BRO","0.7","1011590"
"Dave Boswell","- - -","12.5","1001222"
"Bob Shaw","- - -","19.9","1011819"
"Atley Donald","NYY","7.2","1003376"
"Pat Zachry","- - -","8.7","1014407"
"Doug Slaten","- - -","-0.1","3107"
"Matt Guerrier","- - -","0.8","2061"
"Bobby Jenks","- - -","7.8","8645"
"Adam Ottavino","- - -","6.9","1247"
"Burleigh Grimes","- - -","52.3","1005061"
"Bryn Smith","- - -","25.4","1012104"
"Ray Starr","- - -","3.6","1012435"
"Adam Warren","- - -","3.3","9029"
"John Valentine","COL","0.5","1013329"
"Ted Lewis","- - -","12.6","1007589"
"Tony Barnette","- - -","1.7","3555"
"Tom Wilhelmsen","- - -","1.9","9975"
"Willard Mains","- - -","2.4","1008001"
"Russ Bauers","- - -","7.5","1000681"
"Kyle Barraclough","- - -","1.6","13713"
"Ed Barry","BOS","-0.1","1000614"
"Joe Page","- - -","6.6","1009951"
"Addison Reed","- - -","6.3","10586"
"Donovan Hand","- - -","-0.4","8728"
"Red Barrett","- - -","14.5","1000600"
"Dave LaRoche","- - -","7.0","1007354"
"Sid Monge","- - -","-0.4","1009053"
"Ray Washburn","- - -","14.7","1013652"
"Paul Assenmacher","- - -","12.6","1000344"
"Brad Lidge","- - -","11.5","563"
"George Crosby","CHI","-0.1","1002800"
"Brian Drahman","- - -","-0.2","1003476"
"Pat Dobson","- - -","26.2","1003345"
"Tom Glavine","- - -","66.7","90"
"Carl Edwards Jr.","- - -","2.8","13607"
"Mike Scott","- - -","28.6","1011691"
"Wilton Lopez","- - -","3.1","4227"
"Curry Foley","- - -","3.3","1004195"
"Scott Elbert","LAD","0.5","7489"
"Sonny Gray","- - -","20.2","12768"
"Charlie Lea","- - -","9.1","1007423"
"Kirby Yates","- - -","5.1","9073"
"Jim Brosnan","- - -","7.2","1001479"
"Joe Beckwith","- - -","2.5","1000758"
"John Montefusco","- - -","22.7","1009065"
"Jack Killilay","BOS","-0.1","1006909"
"Bill Lee","- - -","35.3","1007447"
"Early Wynn","- - -","58.6","1014309"
"Eddie Rommel","PHA","26.6","1011174"
"Curt Simmons","- - -","54.5","1011980"
"Jerry Blevins","- - -","3.9","7841"
"Bill Campbell","- - -","12.9","1001874"
"Sam Zoldak","- - -","9.3","1014458"
"Fernando Valenzuela","- - -","40.9","1013327"
"Ray Lamb","- - -","3.9","1007278"
"Jeff Shaw","- - -","6.7","1011823"
"George Zuverink","- - -","1.9","1014466"
"Bob Buhl","- - -","16.4","1001637"
"Johnny Schmitz","- - -","23.1","1011585"
"Fred Woodcock","PIT","0.0","1014212"
"Brusdar Graterol","- - -","0.5","20367"
"Weldon Wyckoff","- - -","1.2","1014305"
"Freddy Dolsi","DET","0.2","5424"
"Elmer Jacobs","- - -","5.4","1006320"
"Jack Harper","- - -","11.0","1005380"
"Ken Penner","- - -","0.1","1010158"
"Woody Wheaton","PHA","0.0","1013827"
"Travis Schlichting","LAD","0.1","3847"
"Adam Liberatore","LAD","0.9","10637"
"Darrell Einertson","NYY","0.0","1003716"
"Cy Blanton","- - -","19.8","1001055"
"Skip Lockwood","- - -","13.1","1007696"
"George Dockins","- - -","1.5","1003347"
"Roy Weir","BSN","0.3","1013742"
"Thornton Lee","- - -","32.9","1007468"
"Jim Barr","- - -","21.0","1000606"
"Gregory Infante","CHW","0.7","9119"
"Mike Hedlund","- - -","3.8","1005575"
"Brad Boxberger","- - -","0.1","10133"
"Gus Shallix","CIN","0.5","1011785"
"Brad Brink","- - -","0.3","1001436"
"Gary Eave","- - -","-0.1","1003651"
"Scott Downs","- - -","8.1","773"
"Bunny Hearn","- - -","2.7","1005551"
"Hal Woodeshick","- - -","6.5","1014215"
"Don Newcombe","- - -","35.9","1009529"
"Gary Gentry","- - -","7.8","1004614"
"Jhan Marinez","- - -","0.0","5830"
"Dick Hyde","- - -","1.9","1006248"
"Lee Stange","- - -","12.1","1012400"
"Aurelio Lopez","- - -","4.1","1007753"
"Stephen Fife","LAD","0.3","8077"
"Cy Barger","- - -","7.0","1000541"
"Jack Kralick","- - -","18.1","1007135"
"Dana Fillingim","- - -","7.2","1004045"
"Willie Sudhoff","- - -","9.0","1012670"
"Wally Burnette","KCA","3.5","1001700"
"Mike Perez","- - -","1.6","1010184"
"Ray Prim","- - -","5.7","1010537"
"Lou Pote","- - -","1.3","30"
"Dan Winkler","- - -","1.1","12237"
"Will Smith","- - -","6.4","8048"
"Elton Chamberlain","- - -","29.7","1002122"
"Jim O'Toole","- - -","28.3","1009897"
"Walter Ancker","PHA","-0.5","1000214"
"Chick Smith","CIN","0.0","1012111"
"Milt Watson","- - -","1.6","1013680"
"Bill Johnson","CHC","0.2","1006427"
"Marty McHale","- - -","4.5","1008563"
"Rick Aguilera","- - -","19.2","1000086"
"Bill Bailey","- - -","4.6","1000418"
"Brent Suter","MIL","3.7","13942"
"Bob Wickman","- - -","13.7","413"
"Molly Craft","WAS","0.1","1002719"
"Kevin Ginkel","ARI","0.3","19876"
"Bill Brandt","PIT","0.4","1001345"
"Lance Lynn","- - -","25.0","2520"
"Carlos Marmol","- - -","6.0","2790"
"Tommy Bridges","DET","47.1","1001421"
"Greg Shanahan","LAD","-0.1","1011787"
"Mike Strahler","- - -","0.0","1012591"
"Fred Howard","CHW","0.5","1006081"
"Ken Rowe","- - -","-0.1","1011256"
"Earl Stephenson","- - -","0.1","1012492"
"Jim Bouton","- - -","9.3","1001241"
"Ryan Brasier","- - -","1.5","5615"
"Ryan Cook","- - -","2.8","8855"
"Rick Williams","HOU","1.3","1014035"
"Steve Chitren","OAK","-0.1","1002199"
"Bill Swift","- - -","19.5","1012787"
"Cub Stricker","- - -","0.0","1012613"
"Frank Papish","- - -","4.0","1009985"
"Ray Culp","- - -","22.8","1002869"
"Fritz Clausen","- - -","3.0","1002324"
"Johnny Lanning","- - -","6.4","1007328"
"Lou Sylvester","COR","0.0","1012799"
"Pat Jarvis","- - -","17.4","1006363"
"Sam Freeman","- - -","0.7","6832"
"Joaquin Andujar","- - -","19.0","1000266"
"Nellie King","PIT","0.9","1006941"
"Ambrose Puttmann","- - -","1.1","1010578"
"Grover Lowdermilk","- - -","1.3","1007784"
"Farmer Ray","SLB","0.0","1010723"
"Moxie Manuel","- - -","0.0","1008087"
"Larry Jansen","- - -","27.3","1006358"
"Bob Friend","- - -","61.1","1004355"
"James Paxton","- - -","17.5","11828"
"Jim Nash","- - -","13.5","1009458"
"Denny Lemaster","- - -","17.4","1007512"
"John Denny","- - -","27.9","1003210"
"Frank Isbell","- - -","0.3","1006283"
"Genesis Cabrera","STL","0.0","17490"
"Charley Root","- - -","40.3","1011188"
"Sam Jones","- - -","24.1","1006590"
"Red Causey","- - -","3.0","1002090"
"Waite Hoyt","- - -","48.9","1006115"
"Johnny Rigney","CHW","15.9","1010961"
"Bill Walker","- - -","14.0","1013508"
"Ernesto Frieri","- - -","1.2","5178"
"Rick Adams","WAS","-0.1","1000061"
"Ricardo Rincon","- - -","5.0","401"
"Bill Hutchison","- - -","42.9","1006235"
"Pete Conway","- - -","11.6","1002557"
"Happy Townsend","- - -","5.3","1013145"
"Walt Kinney","- - -","1.7","1006947"
"Chris Bassitt","- - -","6.2","12304"
"Dallas Keuchel","- - -","20.1","9434"
"Jose Alvarez","- - -","3.1","5358"
"Bob Milliken","BRO","1.1","1008943"
"Joe Niekro","- - -","28.8","1009582"
"Sammy Stewart","- - -","2.8","1012528"
"Billy McCool","- - -","4.8","1008409"
"Rick Rhoden","- - -","35.3","1010887"
"Jake McGee","- - -","7.1","7550"
"Frank Sullivan","- - -","31.9","1012691"
"Rick Baldwin","NYM","0.2","1000487"
"Ken Raffensberger","- - -","32.3","1010646"
"Herb Pennock","- - -","47.9","1010161"
"Todd Frohwirth","- - -","3.8","1004374"
"Gene Dale","- - -","0.7","1002938"
"Jim Ray","- - -","0.6","1010726"
"Walt Dickson","- - -","6.0","1003283"
"Charlie Gorin","MIL","0.2","1004881"
"Jaime Bluma","KCR","0.3","1001096"
"Aaron Miles","STL","0.0","1844"
"Dick Carroll","NYH","-0.1","1001998"
"Jim Chatterton","KCC","0.0","1002166"
"Ty Cobb","DET","0.0","1002378"
"Chick Fulmer","PWS","0.0","1004400"
"Rankin Johnson","PHA","0.1","1006493"
"Ernie Manning","SLB","0.0","1008064"
"Joe Matthews","BSN","-0.2","1008256"
"John McCloskey","PHI","-0.2","1008399"
"Frank McIntyre","- - -","0.1","1008570"
"Joseph Myers","PHA","0.0","1009425"
"Ed Warner","PIT","0.2","1013630"
"Carl Sadler","CLE","0.4","1568"
"James Atkins","BOS","-0.1","1000352"
"Wes Stock","- - -","-0.1","1012553"
"Dave Giusti","- - -","16.2","1004748"
"Jon Lester","- - -","46.1","4930"
"Tim Collins","- - -","0.8","3164"
"Ray Narleski","- - -","2.8","1009452"
"Stump Wiedman","- - -","24.0","1013926"
"Art Reinhart","STL","3.1","1010810"
"Biff Schlitzer","- - -","1.3","1011568"
"Bob Carpenter","- - -","2.2","1001976"
"Walt Huntzinger","- - -","0.3","1006214"
"Stan Bahnsen","- - -","20.0","1000414"
"Brandon Medders","- - -","0.5","8604"
"Wiley Piatt","- - -","14.5","1010305"
"Tom Morgan","- - -","5.2","1009184"
"Jason Stanford","CLE","1.5","1763"
"Don Lee","- - -","8.3","1007453"
"John Murphy","- - -","1.2","1009365"
"Tommy Layne","- - -","1.0","7501"
"Les Backman","STL","1.2","1000399"
"Bill Wakefield","NYM","-1.0","1013497"
"Cory Gearrin","- - -","1.5","7947"
"Terry Cornutt","SFG","-0.2","1002635"
"Jim McGlothlin","- - -","9.9","1008532"
"Teddy Higuera","MIL","26.7","1005799"
"Bob Grim","- - -","8.7","1005060"
"Red Donahue","- - -","31.0","1003373"
"Tom McCarthy","- - -","-0.4","1008381"
"Jimmy Ryan","CHI","0.2","1011341"
"George Culver","- - -","3.8","1002870"
"Jon Warden","DET","-0.3","1013610"
"Steve Gerkin","PHA","1.1","1004634"
"Brian Holton","- - -","1.6","1005986"
"Curt Raydon","PIT","0.6","1010722"
"Rube Melton","- - -","6.1","1008757"
"Kyle Waldrop","MIN","-0.3","7513"
"Dick Drago","- - -","22.8","1003475"
"Harry Fanwell","CLE","0.4","1003927"
"Luis Castillo","CIN","10.5","15689"
"Ralph Terry","- - -","22.1","1012929"
"George Brunet","- - -","10.9","1001590"
"Cla Meredith","- - -","2.0","7613"
"Dick Selma","- - -","6.8","1011737"
"Joe Hovlik","- - -","0.0","1006070"
"Frank Snook","SDP","-0.6","1012235"
"Renyel Pinto","FLA","-0.4","2180"
"Ed Halicki","- - -","15.6","1005228"
"Garrett Richards","- - -","12.1","9784"
"Bill Lee","- - -","18.5","1007448"
"Marty Pattin","- - -","20.2","1010074"
"Brian Fuentes","- - -","7.7","429"
"Marcelino Lopez","- - -","5.7","1007757"
"Joe Dobson","- - -","33.1","1003344"
"Fred Beene","- - -","1.2","1000774"
"Cowboy Jones","- - -","4.9","1006542"
"Clem Labine","- - -","11.6","1007230"
"Jered Weaver","- - -","30.4","4235"
"Joe Mulligan","BOS","0.2","1009307"
"Bobby LaFromboise","- - -","0.2","7758"
"Evan Meek","- - -","0.4","5109"
"Harvey Haddix","- - -","39.7","1005184"
"Steve Reed","- - -","4.0","1053"
"Gene Pentz","- - -","-0.7","1010165"
"Steve Blass","PIT","13.4","1001058"
"Jesse Carlson","TOR","0.8","4391"
"Casey Janssen","- - -","5.9","7355"
"Mudcat Grant","- - -","13.0","1004952"
"Firpo Marberry","- - -","22.9","1008100"
"Mike Garman","- - -","-1.0","1004539"
"Mike Timlin","- - -","11.9","1187"
"Doug Bair","- - -","3.4","1000439"
"Camilo Pascual","- - -","52.0","1010039"
"Donn Pall","- - -","1.1","1009968"
"Ron Robinson","- - -","10.6","1011076"
"Barney Schultz","- - -","1.9","1011625"
"Scott Atchison","- - -","1.7","2642"
"Jake Peavy","- - -","43.7","1051"
"Dan Plesac","- - -","16.9","1319"
"Mat Latos","- - -","19.6","3815"
"Harry Weaver","- - -","0.2","1013698"
"Josh Collmenter","- - -","5.1","7312"
"Jeremy Hernandez","- - -","0.3","1005705"
"Fred Norman","- - -","15.8","1009632"
"Bob Stanley","BOS","20.9","1012409"
"Bill Zepp","- - -","2.0","1014431"
"Rafael Perez","CLE","3.5","4078"
"Jim Conway","- - -","5.1","1002555"
"Rob Murphy","- - -","5.1","1009374"
"Ed Murphy","- - -","1.8","1009360"
"Jerry Reuss","- - -","51.7","1010853"
"Ken Dayley","- - -","6.7","1003097"
"Chet Nichols","- - -","4.9","1009557"
"Danny Cox","- - -","14.0","1002695"
"Jesse Haines","- - -","36.2","1005209"
"Dave Ferriss","BOS","11.8","1004012"
"John Malarkey","- - -","3.9","1008011"
"Bob Turley","- - -","13.2","1013225"
"Larry Jaster","- - -","1.9","1006367"
"Woody Abernathy","NYG","-0.3","1000021"
"Willie Jensen","- - -","-0.1","1006399"
"Garry Roggenburk","- - -","-0.9","1011141"
"Jason Isringhausen","- - -","11.2","1158"
"Mark Lee","- - -","0.2","1007459"
"Luke Walker","- - -","8.9","1013525"
"Mitch Williams","- - -","-2.2","1014025"
"Julio Navarro","- - -","-0.4","1009466"
"Joe Price","- - -","6.4","1010530"
"Johnny Morrison","- - -","19.6","1009217"
"Cory Wade","- - -","0.6","7570"
"Xavier Cedeno","- - -","1.2","36"
"Dick Crutcher","BSN","0.9","1002836"
"Bob Rush","- - -","43.7","1011307"
"Yonny Chirinos","TBR","2.7","16401"
"Jack Richardson","PHA","0.1","1010910"
"Justin Marks","- - -","-0.2","10265"
"Sammy Gervacio","HOU","0.2","5127"
"Leon Carlson","WAS","0.0","1001962"
"Lou Tost","- - -","0.1","1013139"
"Mark Dewey","- - -","0.9","1003257"
"Al Fitzmorris","- - -","11.9","1004119"
"Gary Mielke","TEX","-0.6","1008847"
"Randy Moffitt","- - -","1.2","1009027"
"Jim McAndrew","- - -","7.6","1008328"
"Brad Hand","- - -","7.3","9111"
"Jim Merritt","- - -","20.4","1008789"
"Bob Ojeda","- - -","23.5","1009756"
"Brandon League","- - -","2.9","3731"
"Jack Sutthoff","- - -","2.8","1012744"
"Don Nottebart","- - -","8.8","1009651"
